name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,words_lyrics
Stay,Zedd,Alessia Cara,spotify:track:6uBhi9gBXWjanegOb2Phh0,2017,75,False,210091,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,Pending
Friends (with BloodPop®),Justin Bieber,BloodPop®,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,2017,70,False,189467,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,Pending
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,Rihanna,spotify:track:6SwRhMLwNqEi6alNPVG00n,2017,70,True,227360,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,Pending
No Promises (feat. Demi Lovato),Cheat Codes,Demi Lovato,spotify:track:5lNuqFVMca4vPupY10cH0J,2017,62,False,222787,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961,Pending
The Race,Tay-K,,spotify:track:5RCfvwDewu6p2x1mEI6smX,2017,0,True,140945,0.788,0.533,9,-7.594,1,0.352,0.0168,0.0,0.204,0.468,80.04,Pending
Transportin',Kodak Black,,spotify:track:1WIZiOuNO3woKfdlSK2gNn,2017,70,True,169345,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,Pending
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Oh Wonder,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,2017,76,True,221747,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,Pending
When It Rains It Pours,Luke Combs,,spotify:track:1mMLMZYXkMueg65jRRWG1l,2017,75,False,240760,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,Pending
Fuck Love (feat. Trippie Redd),XXXTENTACION,Trippie Redd,spotify:track:7AQim7LbvFVZJE3O8TYgf2,2017,82,True,146520,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,Pending
It's A Vibe,2 Chainz,Ty Dolla $ign,spotify:track:1p5B1jJk75RAblZCTnzUTU,2017,0,True,210400,0.803,0.488,7,-7.564,1,0.18,0.0313,0.000285,0.112,0.553,72.913,Pending
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,Brent Faiyaz,spotify:track:15EPc80XuFrb2LmOzGjuRg,2017,73,True,176702,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,Pending
Roll in Peace (feat. XXXTENTACION),Kodak Black,XXXTENTACION,spotify:track:40oKW22ZNNkEdZLJTScaQI,2017,75,True,213132,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,Pending
Silence,Marshmello,Khalid,spotify:track:7vGuf3Y35N4wmASOKLUVVU,2017,80,False,180823,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,Pending
Swish Swish,Katy Perry,Nicki Minaj,spotify:track:2y6vf5vYJFow4oABKSW1m3,2017,0,True,242510,0.836,0.705,5,-5.221,0,0.0537,0.0192,1.47e-05,0.107,0.553,119.949,Pending
Heartache On The Dance Floor,Jon Pardi,,spotify:track:0w3Q14i073jLoew1hgJkwD,2016,69,False,205200,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,Pending
Sauce It Up,Lil Uzi Vert,,spotify:track:1uL78kFWxhz3umTMWJu8n5,2017,68,True,207039,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,Pending
No Such Thing as a Broken Heart,Old Dominion,,spotify:track:1JupdHkhDzE4XtrFFe9w6o,2017,0,False,178840,0.655,0.785,8,-4.022,1,0.0697,0.279,0.0,0.116,0.933,171.969,Pending
Magnolia,Playboi Carti,,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,2017,74,True,181812,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,Pending
The Weekend,SZA,,spotify:track:6gU9OKjOE7ghfEd55oRO57,2017,75,True,272187,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,Pending
New Rules,Dua Lipa,,spotify:track:6tF92PMv01Ug9Dh8Rmy6nH,2017,51,False,209320,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,Pending
Unforgettable,Thomas Rhett,,spotify:track:0ZiRSqlSsDlY0UyDYU9CTE,2017,0,False,157080,0.66,0.745,7,-5.499,1,0.0307,0.0294,0.0002,0.0831,0.828,130.074,Pending
Fetish (feat. Gucci Mane),Selena Gomez,Gucci Mane,spotify:track:4lnAN2S1fcI0SjxEbksZVr,2017,69,False,186113,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,Pending
Felices los 4,Maluma,,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,2017,2,False,229849,0.755,0.789,5,-4.502,1,0.146,0.231,0.0,0.351,0.737,93.973,Pending
All the Pretty Girls,Kenny Chesney,,spotify:track:66pxmg3Jhjm09tHoWR1wVR,2017,64,False,212893,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,Pending
B.E.D.,Jacquees,,spotify:track:21QaCM5SdwjGbAimqJUnmC,2016,0,True,237147,0.73,0.473,1,-8.165,1,0.062,0.00505,0.0,0.0932,0.254,122.003,Pending
Versace on the Floor,Bruno Mars,,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,2016,72,False,261240,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,Pending
Havana,Camila Cabello,Young Thug,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,2017,2,False,216897,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,Pending
Escápate Conmigo,Wisin,Ozuna,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,2017,0,False,232787,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,Pending
Drinkin' Problem,Midland,,spotify:track:2cbwF3iVOhzpY7KVzDKWXa,2016,0,False,220987,0.644,0.741,9,-5.84,1,0.0235,0.0569,1.12e-06,0.193,0.693,102.007,Pending
They Don't Know,Jason Aldean,,spotify:track:5zwKfokZAwe4kz68lEHtUf,2016,35,False,195307,0.434,0.921,10,-2.248,0,0.0688,0.0207,0.00209,0.116,0.426,171.945,Pending
These Heaux,Bhad Bhabie,,spotify:track:6SUxrwVN19Kmd9JfIbjJUj,2017,51,True,140008,0.852,0.577,6,-6.347,0,0.16,0.215,0.0,0.138,0.448,119.986,Pending
Every Little Thing,Carly Pearce,,spotify:track:5WSGkeDfs8mza3YmTBTTdI,2017,0,False,179798,0.631,0.406,0,-7.623,1,0.0396,0.448,1.45e-05,0.105,0.343,139.907,Pending
444+222,Lil Uzi Vert,,spotify:track:1QgTBfRN5m81a5K01qens6,2017,61,True,247347,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997,Pending
Do I Make You Wanna,Billy Currington,,spotify:track:3I7krC8kr0gFR7P6vInR1I,2015,66,False,234307,0.553,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,Pending
Bad At Love,Halsey,,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,2017,73,False,181279,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,Pending
More Girls Like You,Kip Moore,,spotify:track:3qP5nPy0qh7iodfLMBsfbr,2017,31,False,154320,0.565,0.734,2,-5.51,1,0.0327,0.00701,0.0,0.081,0.604,74.991,Pending
It Ain't My Fault,Brothers Osborne,,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,2016,64,False,216800,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,Pending
Wish I Knew You,The Revivalists,,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,2015,66,False,274093,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,Pending
Light It Up,Luke Bryan,,spotify:track:6znSbsDDFdBZaiucjUGaWy,2017,0,False,177292,0.596,0.935,6,-2.794,0,0.0855,0.129,0.0,0.108,0.678,130.029,Pending
Greatest Love Story,LANCO,,spotify:track:0kdiUZDcLIFw0Buo9r0Q4z,2016,0,False,222400,0.665,0.621,10,-8.571,1,0.0524,0.38,0.0,0.119,0.632,147.975,Pending
My Girl,Dylan Scott,,spotify:track:6p5GuyEqQH5pv02ouEyogQ,2016,0,False,197640,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,Pending
Most Girls,Hailee Steinfeld,,spotify:track:10GJQkjRJcZhGTLagFOC62,2017,74,False,204400,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,Pending
Relationship (feat. Future),Young Thug,Future,spotify:track:25oOaleife6E2MIKmFkPvg,2017,73,True,215307,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,Pending
Dark Queen,Lil Uzi Vert,,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ,2017,67,True,173419,0.747,0.606,4,-5.286,1,0.172,0.222,0.0,0.281,0.2,155.055,Pending
I Could Use a Love Song,Maren Morris,,spotify:track:09iyGiljLWRYXdRazFkdtJ,2017,68,False,196422,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.097,Pending
X,Lil Uzi Vert,,spotify:track:5tRmoZRoupvMYPV1oezFrH,2017,58,True,173798,0.623,0.58,8,-7.076,1,0.332,0.0043,0.0,0.394,0.301,163.159,Pending
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,Pharrell Williams,spotify:track:1MJErNPIQUoEMu4YUUmecm,2017,65,True,258789,0.859,0.563,1,-6.635,0,0.112,0.0541,0.0,0.0685,0.412,119.934,Pending
Fix a Drink,Chris Janson,,spotify:track:2Zt3mJdrTWNJktvromJuOw,2017,0,False,186576,0.576,0.894,1,-3.607,1,0.0647,0.024,0.0,0.167,0.811,158.051,Pending
Revenge,XXXTENTACION,,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,2017,76,True,120027,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,Pending
Sky Walker (feat. Travis Scott),Miguel,Travis Scott,spotify:track:1DRW9bQzt2SE8f7H4KJZyL,2017,48,True,260077,0.629,0.717,6,-5.706,1,0.0638,0.0876,0.0,0.358,0.129,145.959,Pending
Somebody Else Will,Justin Moore,,spotify:track:3n2A6l4UayVe3GGKCvfQWV,2016,55,False,165173,0.488,0.744,2,-4.284,0,0.131,0.0353,0.0,0.0952,0.59,180.007,Pending
Reminder,The Weeknd,,spotify:track:37F0uwRSrdzkBiuj0D5UHI,2016,72,True,218880,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,Pending
DNCE,DNCE,,spotify:track:0z3BU9oHMU7M1YgQHfoylN,2016,0,False,230680,0.824,0.737,1,-5.838,0,0.0443,0.00516,0.00013,0.247,0.891,114.037,Pending
Body Moves,DNCE,,spotify:track:1B9uNrhhq3e5Cr430zOVoT,2016,0,False,236453,0.655,0.699,5,-5.142,0,0.0385,0.00165,0.0,0.0378,0.856,102.033,Pending
Doctor You,DNCE,,spotify:track:4yKxXWNjScjFyRX3jcN2hQ,2016,0,False,192013,0.708,0.839,4,-4.59,0,0.0667,0.00374,2.75e-05,0.192,0.743,123.014,Pending
Toothbrush,DNCE,,spotify:track:0CNjoQozZP0mB9rKVdrKGx,2016,0,False,231813,0.557,0.791,7,-5.771,1,0.138,0.12,0.0,0.397,0.85,104.908,Pending
Blown,DNCE,Kent Jones,spotify:track:1KSmS0EDm0yx7YVtGuT2Zn,2016,0,True,197453,0.628,0.948,7,-4.64,1,0.0462,0.00132,1.56e-06,0.0971,0.751,129.986,Pending
Good Day,DNCE,,spotify:track:4ShWNLj7oDvhspFysflXiM,2016,0,False,218973,0.721,0.673,5,-4.94,0,0.0461,0.0666,0.0,0.187,0.893,110.008,Pending
Almost,DNCE,,spotify:track:6nh0B4wOjqoawEhBRgZ1eA,2016,0,False,175853,0.687,0.523,10,-7.42,1,0.0309,0.777,0.0,0.147,0.906,92.012,Pending
Naked,DNCE,,spotify:track:1TqGemiPuBZWgSEoJf0Jai,2016,0,False,236173,0.706,0.66,9,-4.44,0,0.0481,0.0222,0.0,0.0454,0.503,128.91,Pending
Truthfully,DNCE,,spotify:track:6RWaeePOtZROiS2kyQhMs3,2016,0,False,182653,0.72,0.649,8,-6.886,1,0.0354,0.271,0.0,0.335,0.569,102.042,Pending
Be Mean,DNCE,,spotify:track:0EcLlxfFDGPU7NGmOIhL1g,2016,0,False,211240,0.703,0.754,9,-5.12,1,0.0639,0.0633,0.0,0.0681,0.514,93.989,Pending
Zoom,DNCE,,spotify:track:5VrkXlLbI73GGblc78bitq,2016,0,False,221853,0.68,0.738,8,-5.389,1,0.0377,0.0013,0.0,0.182,0.675,125.03,Pending
Pay My Rent,DNCE,,spotify:track:5qV1NWiLmRvTXQhqMfUiEX,2016,0,False,193400,0.689,0.731,7,-5.928,1,0.0644,0.0781,0.0,0.0925,0.763,112.978,Pending
Unsweet,DNCE,,spotify:track:1cVslC4fikp7edjoOqaumo,2016,0,False,200747,0.753,0.702,10,-4.786,1,0.0563,0.000546,8.05e-05,0.181,0.529,111.965,Pending
Sixteen - Live in Paris 23rd Sept - Re Mastered,Iggy Pop,,spotify:track:28f6t7FSdzqwdY3iV8fDpP,2010,0,False,204187,0.286,0.62,1,-13.034,1,0.0567,0.0236,0.595,0.35,0.41,119.436,Pending
Flame,Sundara Karma,,spotify:track:1xa5lmjPwKj1LVXpxM7HHW,2016,0,False,226395,0.528,0.858,7,-4.536,1,0.0493,0.00118,1.56e-06,0.282,0.219,100.032,Pending
Charlemagne,Blossoms,,spotify:track:6qENzscNc7XO9IIsDq5DWg,2016,0,False,166792,0.546,0.931,9,-3.821,0,0.0429,0.00342,0.000553,0.287,0.766,101.975,Pending
SIGN ON,RAT BOY,,spotify:track:5Z2M5SK7s1symykeoMbLVD,2017,39,False,171733,0.52,0.905,2,-1.69,1,0.0397,0.122,0.0,0.625,0.652,115.027,Pending
Fossils,Circa Waves,,spotify:track:0wLdNXTMtxQbjUuuqLShAk,2015,41,False,167920,0.45,0.955,5,-5.561,1,0.0578,0.00565,6.56e-05,0.297,0.577,91.981,Pending
Mixed Signals - EP Version,The Night Café,,spotify:track:0rZoBDxaTiDAY69SID8alo,2016,0,False,211925,0.427,0.813,2,-6.166,0,0.0708,0.000682,0.279,0.045,0.434,161.947,Pending
My Number,Foals,,spotify:track:4c9WmjVlQMr0s1IjbYO52Z,2013,66,False,240533,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,Pending
When The Sun Goes Down,Arctic Monkeys,,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,2006,72,False,202133,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,Pending
Live for the Moment (Demo),The Sherlocks,,spotify:track:29lQJl6QYH5iN6w2SaKZgm,2014,28,False,199210,0.233,0.946,2,-1.224,0,0.0797,0.0008,0.0,0.334,0.616,159.862,Pending
Ultraviolet,The Amazons,,spotify:track:7hOOSG3sufZbCyK0YWtCZE,2017,0,False,218893,0.281,0.869,1,-4.69,0,0.0618,2.2e-05,0.000317,0.133,0.318,143.004,Pending
You're in Love with a Psycho,Kasabian,,spotify:track:0AJhcuRl3i1FfPNr88ZScv,2017,57,False,215693,0.721,0.805,11,-5.049,0,0.0473,0.0193,0.000107,0.342,0.711,120.009,Pending
1901,Phoenix,,spotify:track:59wkbglKAR1nq60Iu5xBN3,2009,0,False,193120,0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,Pending
Wearing My Rolex - Radio Edit,Wiley,,spotify:track:5liQj4sVRmEEESvvcb64o8,2008,58,False,170480,0.876,0.716,1,-6.884,1,0.135,0.0468,0.000482,0.0667,0.755,131.942,Pending
Teenage Crime - Radio Edit,Adrian Lux,,spotify:track:1E2tRwT1GIHk1a8oYQMfjC,2010,38,False,170920,0.646,0.833,2,-4.882,1,0.0375,0.0195,0.736,0.104,0.329,128.02,Pending
Where's Your Head At,Basement Jaxx,,spotify:track:25ys1lEf3z6lvkDEE5mG0R,2001,32,False,283533,0.604,0.924,0,-4.848,1,0.0303,7.53e-05,0.119,0.332,0.411,127.862,Pending
Barbra Streisand - Radio Edit,Duck Sauce,,spotify:track:0XvjOhwCnXXFOSlBbV9jPN,2010,44,False,196533,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,Pending
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,Calvin Harris,spotify:track:1ztbs9oxLOfYcDr5xL8loQ,2012,0,False,218190,0.583,0.942,11,-3.827,0,0.0473,0.0022,0.00325,0.0912,0.607,126.136,Pending
Lights & Music,Cut Copy,,spotify:track:2dngx6srtqsxvyh7oGV8FM,2008,52,False,277360,0.612,0.939,10,-4.206,0,0.0412,0.0763,0.119,0.749,0.543,125.981,Pending
Banquet,Bloc Party,,spotify:track:172u95XX2JxIfBZi1v0vKN,2005,3,False,201360,0.576,0.935,10,-4.911,0,0.051,0.00013,0.017,0.0828,0.875,150.227,Pending
Satisfaction - Original,Benny Benassi presents The Biz,,spotify:track:41N46fZZDok0gY5y49JFia,2003,0,False,285545,0.792,0.704,11,-3.684,1,0.122,0.177,0.14,0.0749,0.356,130.022,Pending
Insane in the Brain,Cypress Hill,,spotify:track:4hJuGsM3LDjSEZo8J0M889,1993,0,True,208200,0.896,0.619,8,-10.453,0,0.23,0.0236,0.211,0.0998,0.765,102.233,Pending
Acceptable in the 80's,Calvin Harris,,spotify:track:00cxhG668jV6gU6VK2FUVI,2007,56,False,333680,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.264,0.0466,0.942,127.99,Pending
Embrace,PNAU,,spotify:track:5dURdbd3ehxZ2V7yxOMoFN,2007,0,False,329774,0.64,0.953,6,-4.047,0,0.0407,0.00282,0.000453,0.221,0.394,127.983,Pending
Lapdance,N.E.R.D,Vita,spotify:track:0woKaGPyJNK1eVIJirzrVI,2001,34,True,217573,0.782,0.87,4,-4.844,1,0.164,0.0815,3.44e-05,0.341,0.633,101.836,Pending
Take Me Out,Franz Ferdinand,,spotify:track:7kw6yVmdZGuRcWGi4adXYT,2004,0,False,239027,0.273,0.665,9,-8.795,1,0.0382,0.000458,0.000893,0.117,0.514,104.656,Pending
D.A.N.C.E.,Justice,,spotify:track:0MYTcPXAAmeKBUpBgtAV0J,2007,0,False,209987,0.594,0.961,6,-5.443,0,0.338,0.0463,0.0,0.853,0.531,113.126,Pending
Electricity,The Avalanches,,spotify:track:0afC0Jm151jdcADNQo5bc3,2000,27,False,209627,0.529,0.771,6,-7.403,0,0.0645,0.0899,0.0463,0.197,0.421,105.048,Pending
Bonkers,Dizzee Rascal,Armand Van Helden,spotify:track:5VsXO4AEebb5Y07Lf8jyND,2009,0,True,176880,0.614,0.813,11,-15.029,0,0.181,0.00614,0.0,0.202,0.725,126.124,Pending
! (The Song Formerly Known As),Regurgitator,,spotify:track:4AFCrbzvR3vLfekhABLjDU,1997,51,True,206667,0.643,0.934,11,-3.579,1,0.0874,0.000171,0.00379,0.218,0.638,114.821,Pending
I Look to You (feat. Kimbra),Miami Horror,Kimbra,spotify:track:3gbHGPcyp2j8MgfmcLt8KP,2010,0,False,233230,0.602,0.872,4,-5.023,0,0.102,0.0696,0.0178,0.0484,0.475,118.026,Pending
Ocean Drive,Duke Dumont,,spotify:track:5WsxrJcbgobPj4V7lhs8Qf,2015,39,False,206320,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,Pending
Express Yourself,N.W.A.,,spotify:track:68YdZEkdaoXQTHRsxzS2Kq,1988,0,True,265027,0.87,0.637,8,-9.065,0,0.296,0.0119,0.0,0.19,0.949,95.038,Pending
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,Cedric Gervais,spotify:track:7MYX0Vu0uMjVLCiy804sdX,2013,53,False,214912,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,Pending
M.O.B.,Tkay Maidza,,spotify:track:6ReynGbkpoFMPolYKaXBuv,2015,0,False,194276,0.692,0.852,10,-3.454,0,0.0478,0.285,0.0,0.194,0.429,137.95,Pending
Galvanize,The Chemical Brothers,,spotify:track:3Mp8njcbUKlvhD2VnFGEtI,2004,0,False,271387,0.766,0.669,7,-4.191,1,0.0949,0.038,0.0129,0.345,0.353,104.001,Pending
Day 'N' Nite - Crookers Remix,Kid Cudi,Crookers,spotify:track:34sGnIHB3ZthMvHpNX1i7e,2009,64,True,281747,0.756,0.705,11,-4.744,0,0.0462,0.0326,0.0503,0.0552,0.962,129.993,Pending
Little L,Jamiroquai,,spotify:track:5sS4g0adkAUXvLJHQ1i2kj,2001,0,False,295400,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,Pending
I Bet You Look Good On The Dancefloor,Arctic Monkeys,,spotify:track:0S7zL7ae0KpOSPKeFQpHo8,2006,0,False,173680,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,Pending
Trick Me,Kelis,,spotify:track:3aImJnJlAgcE7bJ1NxthGt,2003,61,True,206107,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,Pending
Daft Punk Is Playing at My House,LCD Soundsystem,,spotify:track:73mlvsfJM2qwlDUJxeaatI,2005,58,False,314557,0.92,0.914,7,-4.555,1,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,Pending
Take Me,RÜFÜS DU SOL,,spotify:track:0t5gvCYBnURaGA4YWzEgQ5,2013,31,False,242000,0.719,0.78,0,-7.345,1,0.0465,0.167,0.044,0.104,0.461,124.04,Pending
Bulletproof,La Roux,,spotify:track:1r1eut6GuXFFDbX0vd9NPv,2009,0,False,205627,0.683,0.85,3,-3.842,0,0.049,0.000547,5.61e-05,0.0687,0.676,122.985,Pending
Move Your Feet,Junior Senior,,spotify:track:5TCTYjsB1gSKF38qKqgXe4,2002,0,False,182773,0.746,0.9,9,-2.679,1,0.0804,0.0441,0.0959,0.286,0.844,118.902,Pending
This Boys In Love,The Presets,,spotify:track:40Pq8xmzshZXTgLDV4Stlt,2008,26,False,250200,0.486,0.968,10,-2.733,0,0.041,0.00156,0.00271,0.339,0.926,122.955,Pending
Last Nite,The Strokes,,spotify:track:7kzKAuUzOITUauHAhoMoxA,2001,70,False,193051,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,Pending
Faded,ZHU,,spotify:track:5YJZJDjUMv4XCq0KR46YPC,2014,0,False,223485,0.866,0.476,9,-7.195,0,0.0487,0.00875,0.117,0.123,0.593,124.989,Pending
It's My House,MIKA,,spotify:track:764iiGEDFhbgvjOoYJE71z,2017,0,False,201840,0.67,0.843,7,-3.309,1,0.0427,0.0144,0.0,0.0753,0.782,110.064,Pending
What About Us - Tiësto's AFTR:HRS Remix,P!nk,,spotify:track:4CoxfAwWDXQ645LkRF6bn3,2017,43,False,242000,0.58,0.844,1,-5.026,1,0.0584,0.0125,0.000222,0.0693,0.196,119.964,Pending
Without You - Otto Knows Remix,Avicii,Sandro Cavazza,spotify:track:5n2KTD9pcBcXLnxo24a7eP,2017,0,True,213493,0.53,0.832,2,-4.865,1,0.0498,0.000878,0.00604,0.0892,0.54,131.07,Pending
The Calling,The Killers,,spotify:track:1JJHAxcqOsHFxcY5yNP12M,2017,0,False,241787,0.661,0.822,11,-4.776,0,0.27,0.202,9.66e-05,0.111,0.643,104.004,Pending
Beretta,Carla's Dreams,,spotify:track:2tFkO2USQ1lWaSpp9oDC5L,2017,34,False,228283,0.709,0.777,8,-5.988,0,0.163,0.28,0.0,0.0988,0.48,139.993,Pending
We Are The Champions - Raw Sessions Version,Queen,,spotify:track:7jRgI1quBKdhkjA1WXlxH9,2017,0,False,277227,0.228,0.541,10,-7.338,1,0.0428,0.522,0.0,0.363,0.183,191.74,Pending
Cheer up Princess,Hey Charlie,,spotify:track:3poJjiahQ9D5qiQG2GcmI4,2017,11,False,200173,0.632,0.65,0,-5.421,1,0.0311,0.00962,0.000105,0.125,0.455,140.016,Pending
I Love You Jesus,Trisha Paytas,,spotify:track:3wYmNpzVhpXV9e4YpkHi8W,2017,41,False,167170,0.665,0.52,1,-8.696,1,0.0334,0.451,0.0,0.114,0.398,111.912,Pending
Little Bit Leave It,Chris & Kem,,spotify:track:7n0gblWR0oKWSuOtWb0Nn7,2017,34,False,155688,0.491,0.837,9,-4.252,1,0.365,0.029,0.0,0.27,0.546,183.538,Pending
Asian Jake Paul,iDubbbz,Boyinaband,spotify:track:6HUbzOMGiCvVZEablo0oNM,2017,48,True,180000,0.599,0.911,2,-3.886,1,0.389,0.328,0.0,0.525,0.671,64.019,Pending
The Hallowissa Song,Issa Twaimz,,spotify:track:170hcdqAg9Iogd2qa9CYS1,2017,31,True,141247,0.894,0.135,5,-16.142,1,0.457,0.596,4.62e-06,0.0772,0.682,115.963,Pending
Headcheck,The Million,,spotify:track:6fGYyoy9I4w9WXQRcTLM8f,2017,0,False,223368,0.686,0.909,11,-4.267,0,0.0399,0.0318,4.05e-05,0.123,0.686,105.062,Pending
Look Back in Anger - 2017 Remaster,David Bowie,,spotify:track:6BYBUM1ySsOBpZccptZcYh,2017,9,False,188187,0.395,0.837,9,-8.814,1,0.0549,5.14e-05,0.0266,0.22,0.513,128.825,Pending
Thriller (Steve Aoki Midnight Hour Remix),Michael Jackson,Steve Aoki,spotify:track:2SrGtpbPh7czhWKGmXk8Aw,2017,45,False,300973,0.592,0.917,11,-3.022,1,0.0596,0.00149,0.0474,0.328,0.45,125.076,Pending
Praying - Frank Walker Remix,Kesha,Frank Walker,spotify:track:00L5zl0hO6lO069lzRWNkW,2017,38,False,179250,0.534,0.84,7,-4.535,0,0.463,0.019,8.97e-06,0.197,0.278,159.97,Pending
Go Mental (feat. Big Narstie & Atlantic Horns),Robbie Williams,Big Narstie,spotify:track:3O3jkryTh1xTsTPQHu3PiX,2017,0,False,208427,0.735,0.72,10,-7.943,0,0.0875,0.00226,3.07e-05,0.105,0.793,120.029,Pending
Friend Of A Friend,Red Rum Club,,spotify:track:07jG38HjxvlRAaOwSr5ZyN,2017,17,False,152368,0.544,0.807,2,-4.471,1,0.0399,0.000114,0.0,0.296,0.28,124.433,Pending
Man's Not Hot (Ear Candy Refix),Reflex Soundz,Micheal Dappah,spotify:track:1vhdd6XxxytQmmM7hWIFLq,2017,0,False,188226,0.683,0.831,5,-5.705,0,0.0722,0.616,0.00028,0.432,0.81,134.978,Pending
Forever Young,Danny Boyle,,spotify:track:2iKra5pTz02fSp37ouJ6NI,2017,2,False,222616,0.592,0.779,8,-6.379,1,0.0311,0.00863,0.00867,0.119,0.531,110.011,Pending
Outside,Bill Wurtz,,spotify:track:2Ig68x4WLnTHjaxIKfwz3H,2017,37,False,207921,0.771,0.503,4,-12.108,1,0.0464,0.107,0.0979,0.159,0.644,100.986,Pending
Running In the 90s - Vaporwave Remix,NetScape,,spotify:track:4UKBhK2JEYauFg1v7c19Up,2017,32,False,284197,0.692,0.627,1,-8.049,1,0.0952,3.54e-05,0.742,0.412,0.514,120.67,Pending
